asset,facility,state
160446,Scripps Memorial Hospital La Jolla Campus,In Service
160567,Scripps Mercy Hospital San Diego Campus,In Service
161340,Scripps Memorial Hospital La Jolla Campus,In Service
161997,Scripps Memorial Hospital La Jolla Campus,In Service
161441,Scripps Memorial Hospital La Jolla Campus,In Service
172450,Scripps Memorial Hospital Encinitas Campus,In Service
161535,Scripps Memorial Hospital La Jolla Campus,In Service
160783,Scripps Mercy Hospital San Diego Campus,In Service
161624,Scripps Memorial Hospital La Jolla Campus,In Service
158759,Scripps Memorial Hospital Encinitas Campus,In Service
159820,Scripps Green Hospital Campus,In Service
159944,Scripps Clinics and Coastal Medical Centers,In Service
159398,Scripps Mercy Hospital San Diego Campus,In Service
159463,Scripps Mercy Hospital San Diego Campus,In Service
159466,Scripps Mercy Hospital San Diego Campus,In Service
162118,Scripps Mercy Hospital Chula Vista Campus,In Service
161364,Scripps Memorial Hospital La Jolla Campus,In Service
158623,Scripps Memorial Hospital Encinitas Campus,In Service
159749,Scripps Green Hospital Campus,In Service
160605,Scripps Mercy Hospital San Diego Campus,In Service
160681,Scripps Mercy Hospital San Diego Campus,In Service
154878,Scripps Memorial Hospital La Jolla Campus,In Service
160746,Scripps Mercy Hospital San Diego Campus,In Service
160818,Scripps Mercy Hospital San Diego Campus,In Service
163725,Scripps Memorial Hospital Encinitas Campus,Retired
159773,Scripps Green Hospital Campus,In Service
160116,Scripps Memorial Hospital La Jolla Campus,In Service
160222,Scripps Memorial Hospital La Jolla Campus,In Service
159994,Scripps Green Hospital Campus,In Service
160322,Scripps Memorial Hospital La Jolla Campus,In Service
161999,Scripps Green Hospital Campus,In Service
167594,Scripps Memorial Hospital La Jolla Campus,In Service
159500,Scripps Mercy Hospital San Diego Campus,In Service
160859,Scripps Memorial Hospital La Jolla Campus,In Service
156383,Scripps Memorial Hospital Encinitas Campus,In Service
161312,Scripps Memorial Hospital La Jolla Campus,In Service
160623,Scripps Mercy Hospital San Diego Campus,In Service
161410,Scripps Memorial Hospital La Jolla Campus,In Service
160697,Scripps Mercy Hospital San Diego Campus,In Service
162362,Scripps Mercy Hospital Chula Vista Campus,In Service
160840,Scripps Mercy Hospital San Diego Campus,In Service
172451,Scripps Memorial Hospital Encinitas Campus,In Service
159796,Scripps Green Hospital Campus,In Service
160148,Scripps Memorial Hospital La Jolla Campus,In Service
160249,Scripps Memorial Hospital La Jolla Campus,In Service
160347,Scripps Memorial Hospital La Jolla Campus,In Service
159445,Scripps Mercy Hospital San Diego Campus,In Service
160442,Scripps Memorial Hospital La Jolla Campus,In Service
162102,Scripps Mercy Hospital Chula Vista Campus,In Service
162171,Scripps Mercy Hospital Chula Vista Campus,In Service
160012,Scripps Corporate and Business Services,In Service
166959,Scripps Mercy Hospital San Diego Campus,In Service
162242,Scripps Mercy Hospital Chula Vista Campus,In Service
161437,Scripps Memorial Hospital La Jolla Campus,In Service
161533,Scripps Memorial Hospital La Jolla Campus,In Service
161623,Scripps Memorial Hospital La Jolla Campus,In Service
158684,Scripps Memorial Hospital Encinitas Campus,In Service
158834,Scripps Memorial Hospital Encinitas Campus,In Service
159452,Scripps Memorial Hospital La Jolla Campus,In Service
160170,Scripps Memorial Hospital La Jolla Campus,In Service
160275,Scripps Mercy Hospital Chula Vista Campus,In Service
159393,Scripps Mercy Hospital San Diego Campus,In Service
160468,Scripps Memorial Hospital La Jolla Campus,In Service
159540,Scripps Mercy Hospital San Diego Campus,In Service
160516,Scripps Mercy Hospital San Diego Campus,In Service
161362,Scripps Memorial Hospital La Jolla Campus,In Service
161463,Scripps Memorial Hospital La Jolla Campus,In Service
160730,Scripps Mercy Hospital San Diego Campus,In Service
161559,Scripps Memorial Hospital La Jolla Campus,In Service
160801,Scripps Mercy Hospital San Diego Campus,In Service
160881,Scripps Mercy Hospital San Diego Campus,In Service
173052,Scripps Memorial Hospital Encinitas Campus,In Service
160298,Scripps Memorial Hospital La Jolla Campus,In Service
160081,Scripps Green Hospital Campus,In Service
156365,Scripps Memorial Hospital Encinitas Campus,Retired
162136,Scripps Mercy Hospital Chula Vista Campus,In Service
162207,Scripps Mercy Hospital Chula Vista Campus,In Service
160677,Scripps Mercy Hospital San Diego Campus,In Service
154874,Scripps Memorial Hospital La Jolla Campus,In Service
162341,Scripps Mercy Hospital Chula Vista Campus,In Service
162344,Scripps Mercy Hospital Chula Vista Campus,In Service
161486,Scripps Memorial Hospital La Jolla Campus,In Service
158644,Scripps Memorial Hospital Encinitas Campus,In Service
163733,Scripps Memorial Hospital Encinitas Campus,Retired
159888,Scripps Green Hospital Campus,In Service
161988,Scripps Mercy Hospital Chula Vista Campus,In Service
171971,Scripps Mercy Hospital Chula Vista Campus,In Service
162689,Scripps Green Hospital Campus,In Service
161513,Scripps Memorial Hospital La Jolla Campus,In Service
160763,Scripps Mercy Hospital San Diego Campus,In Service
160835,Scripps Mercy Hospital San Diego Campus,In Service
158739,Scripps Memorial Hospital Encinitas Campus,In Service
158742,Scripps Memorial Hospital Encinitas Campus,In Service
161960,Scripps Mercy Hospital San Diego Campus,In Service
160146,Scripps Memorial Hospital La Jolla Campus,In Service
159921,Scripps Green Hospital Campus,In Service
160245,Scripps Memorial Hospital La Jolla Campus,In Service
169050,Scripps Mercy Hospital San Diego Campus,In Service
159523,Scripps Mercy Hospital San Diego Campus,In Service
166993,Scripps Green Hospital Campus,In Service
156401,Scripps Memorial Hospital Encinitas Campus,In Service
162378,Scripps Mercy Hospital Chula Vista Campus,In Service
158836,Scripps Memorial Hospital Encinitas Campus,In Service
160027,Scripps Memorial Hospital Encinitas Campus,In Service
159724,Scripps Green Hospital Campus,In Service
171986,Scripps Mercy Hospital San Diego Campus,In Service
159383,Scripps Memorial Hospital La Jolla Campus,In Service
160271,Scripps Memorial Hospital La Jolla Campus,In Service
167000,Scripps Memorial Hospital La Jolla Campus,In Service
160371,Scripps Memorial Hospital La Jolla Campus,In Service
171973,Scripps Mercy Hospital Chula Vista Campus,In Service
160584,Scripps Mercy Hospital San Diego Campus,In Service
167041,Scripps Mercy Hospital San Diego Campus,In Service
161361,Scripps Memorial Hospital La Jolla Campus,In Service
160660,Scripps Mercy Hospital San Diego Campus,In Service
161459,Scripps Memorial Hospital La Jolla Campus,In Service
162394,Scripps Mercy Hospital Chula Vista Campus,In Service
162397,Scripps Mercy Hospital Chula Vista Campus,In Service
158778,Scripps Memorial Hospital Encinitas Campus,In Service
157668,Scripps Green Hospital Campus,In Service
159338,Scripps Mercy Hospital San Diego Campus,In Service
160077,Scripps Green Hospital Campus,In Service
157610,Scripps Green Hospital Campus,In Service
160396,Scripps Memorial Hospital La Jolla Campus,In Service
159481,Scripps Mercy Hospital San Diego Campus,In Service
159484,Scripps Mercy Hospital San Diego Campus,In Service
160494,Scripps Memorial Hospital La Jolla Campus,In Service
167006,Scripps Clinics and Coastal Medical Centers,In Service
161944,Scripps Memorial Hospital La Jolla Campus,In Service
162279,Scripps Mercy Hospital Chula Vista Campus,In Service
161386,Scripps Memorial Hospital La Jolla Campus,In Service
162071,Scripps Memorial Hospital La Jolla Campus,In Service
161488,Scripps Memorial Hospital La Jolla Campus,In Service
160745,Scripps Mercy Hospital San Diego Campus,In Service
161577,Scripps Memorial Hospital La Jolla Campus,In Service
158645,Scripps Memorial Hospital Encinitas Campus,In Service
166914,Scripps Mercy Hospital Chula Vista Campus,In Service
173047,Scripps Green Hospital Campus,In Service
159883,Scripps Green Hospital Campus,In Service
162002,Scripps Mercy Hospital Chula Vista Campus,In Service
162156,Scripps Mercy Hospital Chula Vista Campus,In Service
177044,Scripps Mercy Hospital San Diego Campus,In Service
161969,Scripps Memorial Hospital Encinitas Campus,In Service
156614,Scripps Corporate and Business Services,In Service
161416,Scripps Memorial Hospital La Jolla Campus,In Service
162358,Scripps Mercy Hospital Chula Vista Campus,In Service
161509,Scripps Memorial Hospital La Jolla Campus,In Service
158590,Scripps Memorial Hospital Encinitas Campus,In Service
168547,Scripps Memorial Hospital La Jolla Campus,In Service
157600,Scripps Green Hospital Campus,In Service
157604,Scripps Green Hospital Campus,In Service
171979,Scripps Mercy Hospital Chula Vista Campus,In Service
160144,Scripps Memorial Hospital La Jolla Campus,In Service
159381,Scripps Mercy Hospital San Diego Campus,In Service
159520,Scripps Mercy Hospital San Diego Campus,In Service
160026,Scripps Clinics and Coastal Medical Centers,In Service
160641,Scripps Mercy Hospital San Diego Campus,In Service
161537,Scripps Memorial Hospital La Jolla Campus,In Service
160860,Scripps Mercy Hospital San Diego Campus,In Service
159720,Scripps Green Hospital Campus,In Service
159319,Scripps Mercy Hospital San Diego Campus,In Service
166991,Scripps Memorial Hospital La Jolla Campus,In Service
172000,Scripps Mercy Hospital Chula Vista Campus,In Service
162191,Scripps Mercy Hospital Chula Vista Campus,In Service
162263,Scripps Mercy Hospital Chula Vista Campus,In Service
162027,Scripps Memorial Hospital La Jolla Campus,In Service
158556,Scripps Memorial Hospital Encinitas Campus,In Service
161554,Scripps Memorial Hospital La Jolla Campus,In Service
158627,Scripps Memorial Hospital Encinitas Campus,In Service
158702,Scripps Memorial Hospital Encinitas Campus,In Service
158853,Scripps Memorial Hospital Encinitas Campus,In Service
162304,Scripps Memorial Hospital Encinitas Campus,In Service
171983,Scripps Mercy Hospital San Diego Campus,In Service
159934,Scripps Memorial Hospital La Jolla Campus,In Service
159860,Scripps Green Hospital Campus,In Service
160195,Scripps Memorial Hospital La Jolla Campus,In Service
160297,Scripps Memorial Hospital La Jolla Campus,In Service
160392,Scripps Memorial Hospital La Jolla Campus,In Service
171991,Scripps Mercy Hospital San Diego Campus,In Service
159563,Scripps Mercy Hospital San Diego Campus,In Service
159821,Scripps Green Hospital Campus,In Service
160533,Scripps Mercy Hospital San Diego Campus,In Service
162208,Scripps Mercy Hospital Chula Vista Campus,In Service
166963,Scripps Green Hospital Campus,In Service
161388,Scripps Memorial Hospital La Jolla Campus,In Service
161485,Scripps Memorial Hospital La Jolla Campus,In Service
158796,Scripps Memorial Hospital Encinitas Campus,In Service
160120,Scripps Memorial Hospital La Jolla Campus,In Service
159357,Scripps Mercy Hospital San Diego Campus,In Service
159360,Scripps Mercy Hospital San Diego Campus,In Service
160326,Scripps Memorial Hospital La Jolla Campus,In Service
160420,Scripps Memorial Hospital La Jolla Campus,In Service
160877,Scripps Memorial Hospital La Jolla Campus,In Service
156387,Scripps Memorial Hospital Encinitas Campus,In Service
161974,Scripps Green Hospital Campus,In Service
160701,Scripps Mercy Hospital San Diego Campus,In Service
162366,Scripps Mercy Hospital Chula Vista Campus,In Service
158669,Scripps Memorial Hospital Encinitas Campus,In Service
158823,Scripps Memorial Hospital Encinitas Campus,In Service
159800,Scripps Green Hospital Campus,In Service
160150,Scripps Memorial Hospital La Jolla Campus,In Service
166969,Scripps Memorial Hospital La Jolla Campus,In Service
160030,Scripps Green Hospital Campus,In Service
162106,Scripps Mercy Hospital Chula Vista Campus,In Service
160504,Scripps Mercy Hospital San Diego Campus,In Service
166968,Scripps Mercy Hospital San Diego Campus,In Service
162250,Scripps Mercy Hospital Chula Vista Campus,In Service
158543,Scripps Memorial Hospital Encinitas Campus,In Service
160719,Scripps Mercy Hospital San Diego Campus,In Service
157646,Scripps Green Hospital Campus,In Service
158840,Scripps Corporate and Business Services,In Service
168832,Scripps Mercy Hospital San Diego Campus,In Service
159497,Scripps Memorial Hospital La Jolla Campus,In Service
159953,Scripps Green Hospital Campus,In Service
160279,Scripps Memorial Hospital La Jolla Campus,In Service
160056,Scripps Green Hospital Campus,In Service
159401,Scripps Mercy Hospital San Diego Campus,In Service
160377,Scripps Memorial Hospital La Jolla Campus,In Service
160472,Scripps Memorial Hospital La Jolla Campus,In Service
159544,Scripps Mercy Hospital San Diego Campus,In Service
162124,Scripps Mercy Hospital Chula Vista Campus,In Service
162265,Scripps Mercy Hospital Chula Vista Campus,In Service
162326,Scripps Mercy Hospital Chula Vista Campus,In Service
161467,Scripps Memorial Hospital La Jolla Campus,In Service
160734,Scripps Mercy Hospital San Diego Campus,In Service
158563,Scripps Memorial Hospital Encinitas Campus,In Service
160885,Scripps Mercy Hospital San Diego Campus,In Service
160889,Scripps Mercy Hospital San Diego Campus,In Service
157672,Scripps Clinics and Coastal Medical Centers,In Service
158860,Scripps Memorial Hospital Encinitas Campus,In Service
160100,Scripps Memorial Hospital La Jolla Campus,In Service
160306,Scripps Memorial Hospital La Jolla Campus,In Service
160560,Scripps Memorial Hospital La Jolla Campus,In Service
156369,Scripps Memorial Hospital Encinitas Campus,In Service
162140,Scripps Mercy Hospital Chula Vista Campus,In Service
162283,Scripps Mercy Hospital Chula Vista Campus,In Service
160684,Scripps Mercy Hospital San Diego Campus,In Service
162348,Scripps Mercy Hospital Chula Vista Campus,In Service
161494,Scripps Memorial Hospital La Jolla Campus,In Service
158578,Scripps Memorial Hospital Encinitas Campus,In Service
161585,Scripps Memorial Hospital La Jolla Campus,In Service
158728,Scripps Memorial Hospital Encinitas Campus,In Service
166921,Scripps Mercy Hospital Chula Vista Campus,In Service
171866,Scripps Green Hospital Campus,In Service
159897,Scripps Green Hospital Campus,In Service
169044,Scripps Mercy Hospital San Diego Campus,In Service
160626,Scripps Mercy Hospital San Diego Campus,In Service
161517,Scripps Memorial Hospital La Jolla Campus,In Service
160767,Scripps Mercy Hospital San Diego Campus,In Service
161608,Scripps Memorial Hospital La Jolla Campus,In Service
160843,Scripps Mercy Hospital San Diego Campus,In Service
161993,Scripps Mercy Hospital San Diego Campus,In Service
159802,Scripps Corporate and Business Services,In Service
159448,Scripps Mercy Hospital San Diego Campus,In Service
159527,Scripps Mercy Hospital San Diego Campus,In Service
160029,Scripps Green Hospital Campus,In Service
162008,Scripps Corporate and Business Services,In Service
162313,Scripps Mercy Hospital Chula Vista Campus,In Service
158544,Scripps Memorial Hospital Encinitas Campus,In Service
162382,Scripps Mercy Hospital Chula Vista Campus,In Service
158690,Scripps Memorial Hospital Encinitas Campus,In Service
158766,Scripps Memorial Hospital Encinitas Campus,In Service
168847,Scripps Memorial Hospital Encinitas Campus,In Service
161919,Scripps Memorial Hospital Encinitas Campus,In Service
167010,Scripps Memorial Hospital La Jolla Campus,In Service
156697,Scripps Memorial Hospital Encinitas Campus,In Service
160519,Scripps Mercy Hospital San Diego Campus,In Service
167046,Scripps Mercy Hospital San Diego Campus,In Service
160664,Scripps Mercy Hospital San Diego Campus,In Service
160667,Scripps Mercy Hospital San Diego Campus,In Service
160804,Scripps Mercy Hospital San Diego Campus,In Service
158708,Scripps Memorial Hospital Encinitas Campus,In Service
158785,Scripps Memorial Hospital Encinitas Campus,In Service
158782,Scripps Memorial Hospital Encinitas Campus,In Service
160202,Scripps Memorial Hospital La Jolla Campus,In Service
159343,Scripps Mercy Hospital San Diego Campus,In Service
160303,Scripps Memorial Hospital La Jolla Campus,In Service
157619,Scripps Green Hospital Campus,In Service
160399,Scripps Memorial Hospital La Jolla Campus,In Service
162142,Scripps Mercy Hospital Chula Vista Campus,In Service
161949,Scripps Memorial Hospital Encinitas Campus,In Service
160607,Scripps Mercy Hospital San Diego Campus,In Service
161396,Scripps Memorial Hospital La Jolla Campus,In Service
161492,Scripps Memorial Hospital La Jolla Campus,In Service
161581,Scripps Memorial Hospital La Jolla Campus,In Service
160823,Scripps Mercy Hospital San Diego Campus,In Service
172437,Scripps Memorial Hospital Encinitas Campus,In Service
157585,Scripps Green Hospital Campus,In Service
157695,Scripps Green Hospital Campus,In Service
160126,Scripps Memorial Hospital La Jolla Campus,In Service
160000,Scripps Green Hospital Campus,In Service
160004,Scripps Green Hospital Campus,In Service
160331,Scripps Memorial Hospital La Jolla Campus,In Service
160428,Scripps Memorial Hospital La Jolla Campus,In Service
162160,Scripps Mercy Hospital Chula Vista Campus,In Service
162298,Scripps Mercy Hospital Chula Vista Campus,In Service
161420,Scripps Memorial Hospital La Jolla Campus,In Service
162696,Scripps Green Hospital Campus,In Service
158594,Scripps Memorial Hospital Encinitas Campus,In Service
161605,Scripps Memorial Hospital La Jolla Campus,In Service
159702,Scripps Green Hospital Campus,In Service
160153,Scripps Memorial Hospital La Jolla Campus,In Service
159925,Scripps Corporate and Business Services,In Service
159303,Scripps Mercy Hospital San Diego Campus,In Service
167024,Scripps Green Hospital Campus,In Service
172458,Scripps Memorial Hospital La Jolla Campus,In Service
160646,Scripps Mercy Hospital San Diego Campus,In Service
162715,Scripps Clinics and Coastal Medical Centers,In Service
161633,Scripps Memorial Hospital La Jolla Campus,In Service
158686,Scripps Memorial Hospital Encinitas Campus,In Service
159727,Scripps Green Hospital Campus,In Service
160176,Scripps Memorial Hospital La Jolla Campus,In Service
159323,Scripps Mercy Hospital San Diego Campus,In Service
177040,Scripps Mercy Hospital San Diego Campus,In Service
161368,Scripps Memorial Hospital La Jolla Campus,In Service
173059,Scripps Memorial Hospital Encinitas Campus,In Service
158631,Scripps Memorial Hospital Encinitas Campus,In Service
162691,Scripps Memorial Hospital Encinitas Campus,In Service
159864,Scripps Green Hospital Campus,In Service
159978,Scripps Green Hospital Campus,In Service
160087,Scripps Green Hospital Campus,In Service
159415,Scripps Mercy Hospital San Diego Campus,In Service
159568,Scripps Mercy Hospital San Diego Campus,In Service
160537,Scripps Mercy Hospital San Diego Campus,In Service
162212,Scripps Mercy Hospital Chula Vista Campus,In Service
169279,Scripps Memorial Hospital La Jolla Campus,In Service
157581,Scripps Green Hospital Campus,In Service
158800,Scripps Memorial Hospital Encinitas Campus,In Service
169283,Scripps Memorial Hospital Encinitas Campus,In Service
160124,Scripps Memorial Hospital La Jolla Campus,In Service
160229,Scripps Memorial Hospital La Jolla Campus,In Service
159367,Scripps Mercy Hospital San Diego Campus,In Service
162035,Scripps Clinics and Coastal Medical Centers,In Service
160424,Scripps Memorial Hospital La Jolla Campus,In Service
159509,Scripps Mercy Hospital San Diego Campus,In Service
162040,Scripps Mercy Hospital Chula Vista Campus,In Service
159893,Scripps Clinics and Coastal Medical Centers,In Service
160555,Scripps Mercy Hospital San Diego Campus,In Service
162230,Scripps Mercy Hospital Chula Vista Campus,In Service
161320,Scripps Mercy Hospital Chula Vista Campus,In Service
166949,Scripps Mercy Hospital Chula Vista Campus,In Service
157614,Scripps Green Hospital Campus,In Service
169282,Scripps Memorial Hospital Encinitas Campus,In Service
160254,Scripps Memorial Hospital La Jolla Campus,In Service
166973,Scripps Memorial Hospital La Jolla Campus,In Service
160355,Scripps Memorial Hospital La Jolla Campus,In Service
160450,Scripps Memorial Hospital La Jolla Campus,In Service
160571,Scripps Mercy Hospital San Diego Campus,In Service
162312,Scripps Mercy Hospital Chula Vista Campus,In Service
161444,Scripps Memorial Hospital La Jolla Campus,In Service
160787,Scripps Mercy Hospital San Diego Campus,In Service
158611,Scripps Memorial Hospital Encinitas Campus,In Service
161628,Scripps Memorial Hospital La Jolla Campus,In Service
159831,Scripps Green Hospital Campus,In Service
159835,Scripps Green Hospital Campus,In Service
160175,Scripps Memorial Hospital La Jolla Campus,In Service
159950,Scripps Green Hospital Campus,In Service
160061,Scripps Green Hospital Campus,In Service
160476,Scripps Memorial Hospital La Jolla Campus,In Service
166902,Scripps Memorial Hospital Encinitas Campus,In Service
162122,Scripps Mercy Hospital Chula Vista Campus,In Service
161923,Scripps Memorial Hospital La Jolla Campus,In Service
160591,Scripps Mercy Hospital San Diego Campus,In Service
162044,Scripps Memorial Hospital Encinitas Campus,In Service
162398,Scripps Mercy Hospital Chula Vista Campus,In Service
162399,Scripps Mercy Hospital Chula Vista Campus,In Service
161660,Scripps Memorial Hospital La Jolla Campus,In Service
166900,Scripps Mercy Hospital Chula Vista Campus,In Service
157680,Scripps Memorial Hospital La Jolla Campus,In Service
158858,Scripps Memorial Hospital Encinitas Campus,In Service
159756,Scripps Green Hospital Campus,In Service
159486,Scripps Mercy Hospital San Diego Campus,In Service
159827,Scripps Green Hospital Campus,In Service
158504,Scripps Memorial Hospital Encinitas Campus,In Service
154882,Scripps Mercy Hospital Chula Vista Campus,In Service
160750,Scripps Mercy Hospital San Diego Campus,In Service
158648,Scripps Memorial Hospital Encinitas Campus,In Service
166919,Scripps Mercy Hospital Chula Vista Campus,In Service
157696,Scripps Green Hospital Campus,In Service
159777,Scripps Green Hospital Campus,In Service
160225,Scripps Memorial Hospital La Jolla Campus,In Service
162010,Scripps Clinics and Coastal Medical Centers,In Service
159431,Scripps Mercy Hospital San Diego Campus,In Service
159505,Scripps Mercy Hospital San Diego Campus,In Service
159582,Scripps Mercy Hospital San Diego Campus,In Service
156393,Scripps Memorial Hospital Encinitas Campus,In Service
160557,Scripps Mercy Hospital San Diego Campus,In Service
171873,Scripps Mercy Hospital San Diego Campus,In Service
160630,Scripps Mercy Hospital San Diego Campus,In Service
162299,Scripps Mercy Hospital Chula Vista Campus,In Service
161427,Scripps Memorial Hospital La Jolla Campus,In Service
160707,Scripps Mercy Hospital San Diego Campus,In Service
158601,Scripps Memorial Hospital Encinitas Campus,In Service
173570,Scripps Memorial Hospital La Jolla Campus,In Service
160848,Scripps Mercy Hospital San Diego Campus,In Service
160157,Scripps Memorial Hospital La Jolla Campus,In Service
159453,Scripps Mercy Hospital San Diego Campus,In Service
162181,Scripps Mercy Hospital Chula Vista Campus,In Service
167014,Scripps Mercy Hospital San Diego Campus,In Service
158546,Scripps Memorial Hospital Encinitas Campus,In Service
162386,Scripps Mercy Hospital Chula Vista Campus,In Service
161544,Scripps Memorial Hospital La Jolla Campus,In Service
158770,Scripps Memorial Hospital Encinitas Campus,In Service
168836,Scripps Green Hospital Campus,In Service
162005,Scripps Memorial Hospital Encinitas Campus,In Service
159405,Scripps Mercy Hospital San Diego Campus,In Service
160523,Scripps Mercy Hospital San Diego Campus,In Service
161373,Scripps Memorial Hospital La Jolla Campus,Retired
160671,Scripps Mercy Hospital San Diego Campus,In Service
158568,Scripps Memorial Hospital Encinitas Campus,In Service
172017,Scripps Mercy Hospital San Diego Campus,In Service
160809,Scripps Mercy Hospital San Diego Campus,In Service
160812,Scripps Mercy Hospital San Diego Campus,In Service
158789,Scripps Memorial Hospital Encinitas Campus,In Service
172014,Scripps Memorial Hospital La Jolla Campus,In Service
157681,Scripps Green Hospital Campus,In Service
173606,Scripps Green Hospital Campus,In Service
160206,Scripps Memorial Hospital La Jolla Campus,In Service
168839,Scripps Mercy Hospital San Diego Campus,In Service
162146,Scripps Mercy Hospital Chula Vista Campus,In Service
161301,Scripps Memorial Hospital La Jolla Campus,In Service
154892,Scripps Memorial Hospital La Jolla Campus,In Service
160827,Scripps Mercy Hospital San Diego Campus,In Service
157589,Scripps Green Hospital Campus,In Service
160130,Scripps Memorial Hospital La Jolla Campus,In Service
159907,Scripps Green Hospital Campus,In Service
160237,Scripps Memorial Hospital La Jolla Campus,In Service
160335,Scripps Memorial Hospital La Jolla Campus,In Service
172448,Scripps Memorial Hospital La Jolla Campus,In Service
162165,Scripps Mercy Hospital Chula Vista Campus,In Service
161326,Scripps Memorial Hospital La Jolla Campus,In Service
161424,Scripps Memorial Hospital La Jolla Campus,In Service
161525,Scripps Mercy Hospital Chula Vista Campus,In Service
160770,Scripps Mercy Hospital San Diego Campus,In Service
162004,Scripps Mercy Hospital San Diego Campus,In Service
162024,Scripps Mercy Hospital San Diego Campus,In Service
159708,Scripps Green Hospital Campus,In Service
159711,Scripps Green Hospital Campus,In Service
159342,Scripps Memorial Hospital La Jolla Campus,In Service
159805,Scripps Green Hospital Campus,In Service
159307,Scripps Mercy Hospital San Diego Campus,In Service
159310,Scripps Mercy Hospital San Diego Campus,In Service
160261,Scripps Memorial Hospital La Jolla Campus,In Service
159388,Scripps Mercy Hospital San Diego Campus,In Service
160363,Scripps Memorial Hospital La Jolla Campus,In Service
159455,Scripps Mercy Hospital San Diego Campus,In Service
160458,Scripps Memorial Hospital La Jolla Campus,In Service
159534,Scripps Mercy Hospital San Diego Campus,In Service
167038,Scripps Green Hospital Campus,In Service
162255,Scripps Mercy Hospital Chula Vista Campus,In Service
162014,Scripps Memorial Hospital La Jolla Campus,In Service
161450,Scripps Memorial Hospital La Jolla Campus,In Service
161637,Scripps Memorial Hospital La Jolla Campus,In Service
168831,Scripps Mercy Hospital San Diego Campus,In Service
159742,Scripps Green Hospital Campus,In Service
160384,Scripps Memorial Hospital La Jolla Campus,In Service
160483,Scripps Memorial Hospital La Jolla Campus,In Service
161565,Scripps Memorial Hospital La Jolla Campus,In Service
158862,Scripps Memorial Hospital Encinitas Campus,In Service
162703,Scripps Memorial Hospital Encinitas Campus,In Service
159984,Scripps Green Hospital Campus,In Service
160091,Scripps Green Hospital Campus,In Service
157652,Scripps Clinics and Coastal Medical Centers,In Service
159420,Scripps Mercy Hospital San Diego Campus,In Service
160541,Scripps Mercy Hospital San Diego Campus,In Service
162216,Scripps Mercy Hospital Chula Vista Campus,In Service
161961,Scripps Memorial Hospital La Jolla Campus,In Service
154888,Scripps Memorial Hospital La Jolla Campus,In Service
158580,Scripps Memorial Hospital Encinitas Campus,In Service
158656,Scripps Memorial Hospital Encinitas Campus,In Service
166923,Scripps Mercy Hospital Chula Vista Campus,In Service
166930,Scripps Mercy Hospital Chula Vista Campus,In Service
158807,Scripps Memorial Hospital Encinitas Campus,In Service
157702,Scripps Green Hospital Campus,In Service
160233,Scripps Memorial Hospital La Jolla Campus,In Service
171865,Scripps Green Hospital Campus,In Service
162058,Scripps Green Hospital Campus,In Service
159514,Scripps Mercy Hospital San Diego Campus,In Service
166910,Scripps Mercy Hospital San Diego Campus,In Service
162234,Scripps Mercy Hospital Chula Vista Campus,In Service
157622,Scripps Green Hospital Campus,In Service
157787,Scripps Clinics and Coastal Medical Centers,In Service
169052,Scripps Mercy Hospital San Diego Campus,In Service
159936,Scripps Green Hospital Campus,In Service
166976,Scripps Memorial Hospital La Jolla Campus,In Service
160039,Scripps Green Hospital Campus,In Service
160359,Scripps Memorial Hospital La Jolla Campus,In Service
160454,Scripps Memorial Hospital La Jolla Campus,In Service
160650,Scripps Mercy Hospital San Diego Campus,In Service
160653,Scripps Mercy Hospital San Diego Campus,In Service
162318,Scripps Mercy Hospital Chula Vista Campus,In Service
168827,Scripps Memorial Hospital Encinitas Campus,In Service
160873,Scripps Mercy Hospital San Diego Campus,In Service
158844,Scripps Memorial Hospital Encinitas Campus,In Service
159731,Scripps Green Hospital Campus,In Service
159843,Scripps Green Hospital Campus,In Service
159959,Scripps Green Hospital Campus,In Service
159329,Scripps Mercy Hospital San Diego Campus,In Service
160287,Scripps Memorial Hospital La Jolla Campus,In Service
160066,Scripps Green Hospital Campus,In Service
160380,Scripps Memorial Hospital La Jolla Campus,In Service
160480,Scripps Memorial Hospital La Jolla Campus,In Service
166983,Scripps Memorial Hospital Encinitas Campus,In Service
177033,Scripps Mercy Hospital San Diego Campus,In Service
161378,Scripps Memorial Hospital La Jolla Campus,In Service
162049,Scripps Memorial Hospital La Jolla Campus,In Service
161475,Scripps Memorial Hospital La Jolla Campus,In Service
162403,Scripps Mercy Hospital Chula Vista Campus,In Service
161664,Scripps Memorial Hospital La Jolla Campus,In Service
158710,Scripps Memorial Hospital Encinitas Campus,In Service
159761,Scripps Green Hospital Campus,In Service
160108,Scripps Memorial Hospital La Jolla Campus,In Service
159986,Scripps Green Hospital Campus,In Service
160314,Scripps Memorial Hospital La Jolla Campus,In Service
159490,Scripps Mercy Hospital San Diego Campus,In Service
160686,Scripps Memorial Hospital La Jolla Campus,In Service
159840,Scripps Clinics and Coastal Medical Centers,In Service
160613,Scripps Mercy Hospital San Diego Campus,In Service
162287,Scripps Mercy Hospital Chula Vista Campus,In Service
158508,Scripps Memorial Hospital Encinitas Campus,In Service
158511,Scripps Memorial Hospital Encinitas Campus,In Service
161586,Scripps Memorial Hospital La Jolla Campus,In Service
161591,Scripps Memorial Hospital La Jolla Campus,In Service
